gene_id,gene_name,gene_biotype,description,transcript_id,chrom,start,end,strand,TPU.length,ARE.cts
ENSMUSG00000047819,Tigd4,protein_coding,tigger transposable element derived 4 [Source:MGI Symbol;Acc:MGI:2685264],ENSMUST00000062623,3,84595320,84597032,+,1713,15
ENSMUSG00000056498,Tmem154,protein_coding,transmembrane protein 154 [Source:MGI Symbol;Acc:MGI:2444725],ENSMUST00000107682,3,84701940,84704575,+,2636,8
ENSMUSG00000028086,Fbxw7,protein_coding,F-box and WD-40 domain protein 7 [Source:MGI Symbol;Acc:MGI:1354695],ENSMUST00000107679,3,84977542,84979198,+,1657,5
ENSMUSG00000028085,Gatb,protein_coding,"glutamyl-tRNA(Gln) amidotransferase, subunit B [Source:MGI Symbol;Acc:MGI:2442496]",ENSMUST00000127348,3,85653853,85655622,+,1770,3
ENSMUSG00000051000,Fam160a1,protein_coding,"family with sequence similarity 160, member A1 [Source:MGI Symbol;Acc:MGI:2444746]",ENSMUST00000118408,3,85660063,85660964,-,902,3
ENSMUSG00000031286,Glt28d2,protein_coding,glycosyltransferase 28 domain containing 2 [Source:MGI Symbol;Acc:MGI:2443773],ENSMUST00000033643,3,85869849,85871666,-,1818,3
ENSMUSG00000028082,Sh3d19,protein_coding,SH3 domain protein D19 [Source:MGI Symbol;Acc:MGI:1350923],ENSMUST00000182666,3,86126712,86130526,+,3815,13
ENSMUSG00000049013,Prss48,protein_coding,"protease, serine 48 [Source:MGI Symbol;Acc:MGI:2685865]",ENSMUST00000061343,3,85993810,85993819,-,10,0
ENSMUSG00000028081,Rps3a1,protein_coding,ribosomal protein S3A1 [Source:MGI Symbol;Acc:MGI:1202063],ENSMUST00000029722,3,86137940,86137988,-,49,1
ENSMUSG00000028080,Lrba,protein_coding,LPS-responsive beige-like anchor [Source:MGI Symbol;Acc:MGI:1933162],ENSMUST00000195524,3,86781662,86782692,+,1031,5
ENSMUSG00000057777,Mab21l2,protein_coding,mab-21-like 2 [Source:MGI Symbol;Acc:MGI:1346022],ENSMUST00000077524,3,86545581,86546611,-,1031,7
ENSMUSG00000028078,Dclk2,protein_coding,doublecortin-like kinase 2 [Source:MGI Symbol;Acc:MGI:1918012],ENSMUST00000191752,3,86786151,86791856,-,5706,7
ENSMUSG00000041750,Cd1d2,polymorphic_pseudogene,CD1d2 antigen [Source:MGI Symbol;Acc:MGI:107675],ENSMUST00000041920,3,86989358,86989533,+,176,1
ENSMUSG00000028076,Cd1d1,protein_coding,CD1d1 antigen [Source:MGI Symbol;Acc:MGI:107674],ENSMUST00000063869,3,86995834,86996579,-,746,1
ENSMUSG00000041734,Kirrel,protein_coding,kirre like nephrin family adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:1891396],ENSMUST00000159976,3,87078593,87083143,-,4551,6
ENSMUSG00000015852,Fcrls,protein_coding,"Fc receptor-like S, scavenger receptor [Source:MGI Symbol;Acc:MGI:1933397]",ENSMUST00000090986,3,87250758,87251376,-,619,2
ENSMUSG00000015854,Cd5l,protein_coding,CD5 antigen-like [Source:MGI Symbol;Acc:MGI:1334419],ENSMUST00000015998,3,87370218,87371073,+,856,0
ENSMUSG00000059994,Fcrl1,protein_coding,Fc receptor-like 1 [Source:MGI Symbol;Acc:MGI:2442862],ENSMUST00000167200,3,87391292,87392134,+,843,4
ENSMUSG00000048031,Fcrl5,protein_coding,Fc receptor-like 5 [Source:MGI Symbol;Acc:MGI:3053558],ENSMUST00000193229,3,87499669,87500678,+,1010,1
ENSMUSG00000003382,Etv3,protein_coding,ets variant 3 [Source:MGI Symbol;Acc:MGI:1350926],ENSMUST00000119109,3,87536653,87540156,+,3504,7
ENSMUSG00000041977,Arhgef11,protein_coding,Rho guanine nucleotide exchange factor (GEF) 11 [Source:MGI Symbol;Acc:MGI:2441869],ENSMUST00000039476,3,87737103,87738033,+,931,0
ENSMUSG00000023084,Lrrc71,protein_coding,leucine rich repeat containing 71 [Source:MGI Symbol;Acc:MGI:1921735],ENSMUST00000023846,3,87736923,87739074,-,2152,5
ENSMUSG00000028073,Pear1,protein_coding,platelet endothelial aggregation receptor 1 [Source:MGI Symbol;Acc:MGI:1920432],ENSMUST00000079083,3,87749097,87750145,-,1049,1
ENSMUSG00000028072,Ntrk1,protein_coding,"neurotrophic tyrosine kinase, receptor, type 1 [Source:MGI Symbol;Acc:MGI:97383]",ENSMUST00000029712,3,87778244,87778413,-,170,1
ENSMUSG00000005640,Insrr,protein_coding,insulin receptor-related receptor [Source:MGI Symbol;Acc:MGI:1346037],ENSMUST00000029711,3,87815376,87816101,+,726,0
ENSMUSG00000028071,Sh2d2a,protein_coding,SH2 domain containing 2A [Source:MGI Symbol;Acc:MGI:1351596],ENSMUST00000029709,3,87852409,87855722,+,3314,2
ENSMUSG00000004895,Prcc,protein_coding,papillary renal cell carcinoma (translocation-associated) [Source:MGI Symbol;Acc:MGI:2137738],ENSMUST00000005015,3,87858903,87859259,-,357,0
ENSMUSG00000004897,Hdgf,protein_coding,heparin binding growth factor [Source:MGI Symbol;Acc:MGI:1194494],ENSMUST00000005017,3,87914909,87916132,+,1224,1
ENSMUSG00000019710,Mrpl24,protein_coding,mitochondrial ribosomal protein L24 [Source:MGI Symbol;Acc:MGI:1914957],ENSMUST00000019854,3,87923347,87923672,+,326,0
ENSMUSG00000004896,Rrnad1,protein_coding,ribosomal RNA adenine dimethylase domain containing 1 [Source:MGI Symbol;Acc:MGI:2387197],ENSMUST00000005016,3,87922905,87923790,-,886,0
ENSMUSG00000048039,Isg20l2,protein_coding,interferon stimulated exonuclease gene 20-like 2 [Source:MGI Symbol;Acc:MGI:2140076],ENSMUST00000055984,3,87939352,87940686,+,1335,4
ENSMUSG00000004885,Crabp2,protein_coding,cellular retinoic acid binding protein II [Source:MGI Symbol;Acc:MGI:88491],ENSMUST00000005019,3,87953038,87953376,+,339,3
ENSMUSG00000004891,Nes,protein_coding,nestin [Source:MGI Symbol;Acc:MGI:101784],ENSMUST00000090973,3,87980031,87980451,+,421,0
ENSMUSG00000004892,Bcan,protein_coding,brevican [Source:MGI Symbol;Acc:MGI:1096385],ENSMUST00000090971,3,87987531,87987871,-,341,0
ENSMUSG00000004894,Hapln2,protein_coding,hyaluronan and proteoglycan link protein 2 [Source:MGI Symbol;Acc:MGI:2137300],ENSMUST00000005014,3,88022061,88022541,-,481,0
ENSMUSG00000028069,Gpatch4,protein_coding,G patch domain containing 4 [Source:MGI Symbol;Acc:MGI:1913864],ENSMUST00000166021,3,88055730,88055993,+,264,0
ENSMUSG00000028070,Naxe,protein_coding,NAD(P)HX epimerase [Source:MGI Symbol;Acc:MGI:2180167],ENSMUST00000029708,3,88056520,88056573,-,54,0
ENSMUSG00000051036,Ttc24,protein_coding,tetratricopeptide repeat domain 24 [Source:MGI Symbol;Acc:MGI:2443841],ENSMUST00000050258,3,88069410,88070026,-,617,0
ENSMUSG00000028068,Iqgap3,protein_coding,IQ motif containing GTPase activating protein 3 [Source:MGI Symbol;Acc:MGI:3028642],ENSMUST00000071812,3,88120277,88121048,+,772,1
ENSMUSG00000001419,Mef2d,protein_coding,myocyte enhancer factor 2D [Source:MGI Symbol;Acc:MGI:99533],ENSMUST00000001455,3,88168644,88172086,+,3443,4
ENSMUSG00000104445,Rhbg,protein_coding,Rhesus blood group-associated B glycoprotein [Source:MGI Symbol;Acc:MGI:1927379],ENSMUST00000171887,3,88242874,88243379,-,506,0
ENSMUSG00000010538,Tsacc,protein_coding,TSSK6 activating co-chaperone [Source:MGI Symbol;Acc:MGI:1924177],ENSMUST00000107556,3,88282757,88282766,-,10,0
ENSMUSG00000001416,Cct3,protein_coding,"chaperonin containing Tcp1, subunit 3 (gamma) [Source:MGI Symbol;Acc:MGI:104708]",ENSMUST00000168062,3,88321179,88321507,+,329,0
ENSMUSG00000001418,Glmp,protein_coding,glycosylated lysosomal membrane protein [Source:MGI Symbol;Acc:MGI:1913318],ENSMUST00000177005,3,88328369,88331313,+,2945,7
ENSMUSG00000001420,Tmem79,protein_coding,transmembrane protein 79 [Source:MGI Symbol;Acc:MGI:1919163],ENSMUST00000001456,3,88328655,88329718,-,1064,0
ENSMUSG00000001415,Smg5,protein_coding,"Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans) [Source:MGI Symbol;Acc:MGI:2447364]",ENSMUST00000001451,3,88361109,88362338,+,1230,0
ENSMUSG00000041423,Paqr6,protein_coding,progestin and adipoQ receptor family member VI [Source:MGI Symbol;Acc:MGI:1916207],ENSMUST00000147991,3,88367964,88368541,+,578,0
ENSMUSG00000074489,Bglap3,protein_coding,bone gamma-carboxyglutamate protein 3 [Source:MGI Symbol;Acc:MGI:88155],ENSMUST00000107543,3,88368616,88368755,-,140,0
ENSMUSG00000074486,Bglap2,protein_coding,bone gamma-carboxyglutamate protein 2 [Source:MGI Symbol;Acc:MGI:88157],ENSMUST00000098956,3,88377736,88377869,-,134,0
ENSMUSG00000074483,Bglap,protein_coding,bone gamma carboxyglutamate protein [Source:MGI Symbol;Acc:MGI:88156],ENSMUST00000076048,3,88383501,88383634,-,134,0
ENSMUSG00000028066,Pmf1,protein_coding,polyamine-modulated factor 1 [Source:MGI Symbol;Acc:MGI:1914287],ENSMUST00000193338,3,88394143,88394516,-,374,0
ENSMUSG00000050144,Slc25a44,protein_coding,"solute carrier family 25, member 44 [Source:MGI Symbol;Acc:MGI:2444391]",ENSMUST00000168755,3,88410498,88412892,-,2395,3
ENSMUSG00000028064,Sema4a,protein_coding,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A [Source:MGI Symbol;Acc:MGI:107560]",ENSMUST00000029700,3,88435959,88436659,-,701,1
ENSMUSG00000028063,Lmna,protein_coding,lamin A [Source:MGI Symbol;Acc:MGI:96794],ENSMUST00000029699,3,88481148,88482073,-,926,3
ENSMUSG00000074480,Mex3a,protein_coding,mex3 RNA binding family member A [Source:MGI Symbol;Acc:MGI:1919890],ENSMUST00000172699,3,88537182,88541396,+,4215,10
ENSMUSG00000008601,Rab25,protein_coding,"RAB25, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1858203]",ENSMUST00000008745,3,88542029,88542242,-,214,0
ENSMUSG00000028062,Lamtor2,protein_coding,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Source:MGI Symbol;Acc:MGI:1932697]",ENSMUST00000029698,3,88549819,88549947,-,129,0
ENSMUSG00000008604,Ubqln4,protein_coding,ubiquilin 4 [Source:MGI Symbol;Acc:MGI:2150152],ENSMUST00000008748,3,88568234,88569725,+,1492,0
ENSMUSG00000041355,Ssr2,protein_coding,"signal sequence receptor, beta [Source:MGI Symbol;Acc:MGI:1913506]",ENSMUST00000195014,3,88587992,88588419,+,428,0
ENSMUSG00000028059,Arhgef2,protein_coding,rho/rac guanine nucleotide exchange factor (GEF) 2 [Source:MGI Symbol;Acc:MGI:103264],ENSMUST00000176500,3,88646864,88648052,+,1189,4
ENSMUSG00000028060,Khdc4,protein_coding,"KH domain containing 4, pre-mRNA splicing factor [Source:MGI Symbol;Acc:MGI:1921450]",ENSMUST00000029696,3,88711830,88712924,+,1095,4
ENSMUSG00000028057,Rit1,protein_coding,Ras-like without CAAX 1 [Source:MGI Symbol;Acc:MGI:108053],ENSMUST00000029692,3,88729343,88729727,+,385,0
ENSMUSG00000068923,Syt11,protein_coding,synaptotagmin XI [Source:MGI Symbol;Acc:MGI:1859547],ENSMUST00000107503,3,88744700,88747699,-,3000,3
ENSMUSG00000054199,Gon4l,protein_coding,gon-4-like (C.elegans) [Source:MGI Symbol;Acc:MGI:1917579],ENSMUST00000107498,3,88909388,88910103,+,716,0
ENSMUSG00000068922,Msto1,protein_coding,"misato 1, mitochondrial distribution and morphology regulator [Source:MGI Symbol;Acc:MGI:2385175]",ENSMUST00000107494,3,88905107,88905426,-,320,1
ENSMUSG00000068921,Dap3,protein_coding,death associated protein 3 [Source:MGI Symbol;Acc:MGI:1929538],ENSMUST00000090938,3,88920803,88923827,-,3025,5
ENSMUSG00000028053,Ash1l,protein_coding,ASH1 like histone lysine methyltransferase [Source:MGI Symbol;Acc:MGI:2183158],ENSMUST00000186583,3,89077083,89079375,+,2293,5
ENSMUSG00000105204,Gm43738,protein_coding,predicted gene 43738 [Source:MGI Symbol;Acc:MGI:5663875],ENSMUST00000200659,3,89081939,89081984,-,46,0
ENSMUSG00000041263,Rusc1,protein_coding,RUN and SH3 domain containing 1 [Source:MGI Symbol;Acc:MGI:1919546],ENSMUST00000166687,3,89083981,89084481,-,501,1
ENSMUSG00000059743,Fdps,protein_coding,farnesyl diphosphate synthetase [Source:MGI Symbol;Acc:MGI:104888],ENSMUST00000196709,3,89093588,89093642,-,55,0
ENSMUSG00000041237,Pklr,protein_coding,pyruvate kinase liver and red blood cell [Source:MGI Symbol;Acc:MGI:97604],ENSMUST00000107482,3,89145574,89146784,+,1211,1
ENSMUSG00000028051,Hcn3,protein_coding,"hyperpolarization-activated, cyclic nucleotide-gated K+ 3 [Source:MGI Symbol;Acc:MGI:1298211]",ENSMUST00000029686,3,89146074,89147598,-,1525,3
ENSMUSG00000068917,Clk2,protein_coding,CDC-like kinase 2 [Source:MGI Symbol;Acc:MGI:1098669],ENSMUST00000121212,3,89176580,89176921,+,342,1
ENSMUSG00000028049,Scamp3,protein_coding,secretory carrier membrane protein 3 [Source:MGI Symbol;Acc:MGI:1346346],ENSMUST00000029684,3,89182446,89182765,+,320,1
ENSMUSG00000032657,Fam189b,protein_coding,"family with sequence similarity 189, member B [Source:MGI Symbol;Acc:MGI:1915771]",ENSMUST00000119707,3,89188740,89189295,+,556,0
ENSMUSG00000028048,Gba,protein_coding,"glucosidase, beta, acid [Source:MGI Symbol;Acc:MGI:95665]",ENSMUST00000167998,3,89208623,89208681,+,59,0
ENSMUSG00000064068,Mtx1,protein_coding,metaxin 1 [Source:MGI Symbol;Acc:MGI:103025],ENSMUST00000073572,3,89209081,89209206,-,126,0
ENSMUSG00000028047,Thbs3,protein_coding,thrombospondin 3 [Source:MGI Symbol;Acc:MGI:98739],ENSMUST00000029682,3,89226585,89226837,+,253,0
ENSMUSG00000042784,Muc1,protein_coding,"mucin 1, transmembrane [Source:MGI Symbol;Acc:MGI:97231]",ENSMUST00000041142,3,89233099,89233381,+,283,0
ENSMUSG00000042766,Trim46,protein_coding,tripartite motif-containing 46 [Source:MGI Symbol;Acc:MGI:2673000],ENSMUST00000090924,3,89234177,89235215,-,1039,0
ENSMUSG00000042747,Krtcap2,protein_coding,keratinocyte associated protein 2 [Source:MGI Symbol;Acc:MGI:1913309],ENSMUST00000040888,3,89249692,89249906,+,215,0
ENSMUSG00000042737,Dpm3,protein_coding,dolichyl-phosphate mannosyltransferase polypeptide 3 [Source:MGI Symbol;Acc:MGI:1915813],ENSMUST00000107462,3,89267013,89267077,+,65,0
ENSMUSG00000027953,Slc50a1,protein_coding,"solute carrier family 50 (sugar transporter), member 1 [Source:MGI Symbol;Acc:MGI:107417]",ENSMUST00000107460,3,89268246,89268496,-,251,1
ENSMUSG00000027954,Efna1,protein_coding,ephrin A1 [Source:MGI Symbol;Acc:MGI:103236],ENSMUST00000029566,3,89271733,89272491,-,759,0
ENSMUSG00000028039,Efna3,protein_coding,ephrin A3 [Source:MGI Symbol;Acc:MGI:106644],ENSMUST00000029673,3,89313899,89315436,-,1538,0
ENSMUSG00000028040,Efna4,protein_coding,ephrin A4 [Source:MGI Symbol;Acc:MGI:106643],ENSMUST00000029674,3,89333390,89334289,-,900,0
ENSMUSG00000028041,Adam15,protein_coding,a disintegrin and metallopeptidase domain 15 (metargidin) [Source:MGI Symbol;Acc:MGI:1333882],ENSMUST00000107448,3,89339640,89339910,-,271,0
ENSMUSG00000042672,Dcst1,protein_coding,DC-STAMP domain containing 1 [Source:MGI Symbol;Acc:MGI:1925022],ENSMUST00000070820,3,89350219,89350262,-,44,0
ENSMUSG00000109293,Dcst2,protein_coding,DC-STAMP domain containing 2 [Source:MGI Symbol;Acc:MGI:2685606],ENSMUST00000208216,3,89377452,89377549,+,98,0
ENSMUSG00000028042,Zbtb7b,protein_coding,zinc finger and BTB domain containing 7B [Source:MGI Symbol;Acc:MGI:102755],ENSMUST00000107433,3,89377644,89379525,-,1882,4
ENSMUSG00000078173,Lenep,protein_coding,lens epithelial protein [Source:MGI Symbol;Acc:MGI:1930020],ENSMUST00000057431,3,89400988,89402453,-,1466,0
ENSMUSG00000042642,Flad1,protein_coding,flavin adenine dinucleotide synthetase 1 [Source:MGI Symbol;Acc:MGI:2443030],ENSMUST00000050398,3,89401004,89402230,-,1227,0
ENSMUSG00000028044,Cks1b,protein_coding,CDC28 protein kinase 1b [Source:MGI Symbol;Acc:MGI:1889208],ENSMUST00000029679,3,89415472,89415910,-,439,3
ENSMUSG00000042626,Shc1,protein_coding,src homology 2 domain-containing transforming protein C1 [Source:MGI Symbol;Acc:MGI:98296],ENSMUST00000191485,3,89428446,89430027,+,1582,4
ENSMUSG00000047824,Pygo2,protein_coding,pygopus 2 [Source:MGI Symbol;Acc:MGI:1916161],ENSMUST00000060061,3,89433515,89435128,+,1614,0
ENSMUSG00000042613,Pbxip1,protein_coding,pre B cell leukemia transcription factor interacting protein 1 [Source:MGI Symbol;Acc:MGI:2441670],ENSMUST00000038942,3,89448767,89450952,+,2186,1
ENSMUSG00000027952,Pmvk,protein_coding,phosphomevalonate kinase [Source:MGI Symbol;Acc:MGI:1915853],ENSMUST00000029564,3,89468651,89469013,+,363,0
ENSMUSG00000000794,Kcnn3,protein_coding,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3 [Source:MGI Symbol;Acc:MGI:2153183]",ENSMUST00000000811,3,89667382,89667761,+,380,0
ENSMUSG00000027951,Adar,protein_coding,"adenosine deaminase, RNA-specific [Source:MGI Symbol;Acc:MGI:1889575]",ENSMUST00000098924,3,89751176,89753446,+,2271,1
ENSMUSG00000027950,Chrnb2,protein_coding,"cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal) [Source:MGI Symbol;Acc:MGI:87891]",ENSMUST00000029562,3,89752433,89757099,-,4667,6
ENSMUSG00000042572,Ube2q1,protein_coding,ubiquitin-conjugating enzyme E2Q family member 1 [Source:MGI Symbol;Acc:MGI:1917343],ENSMUST00000038356,3,89782289,89784000,+,1712,4
ENSMUSG00000046280,She,protein_coding,src homology 2 domain-containing transforming protein E [Source:MGI Symbol;Acc:MGI:1099462],ENSMUST00000050401,3,89854715,89858834,+,4120,9
ENSMUSG00000027947,Il6ra,protein_coding,"interleukin 6 receptor, alpha [Source:MGI Symbol;Acc:MGI:105304]",ENSMUST00000197679,3,89864059,89871160,-,7102,3
ENSMUSG00000060671,Atp8b2,protein_coding,"ATPase, class I, type 8B, member 2 [Source:MGI Symbol;Acc:MGI:1859660]",ENSMUST00000069805,3,89939481,89941152,-,1672,3
ENSMUSG00000027944,Hax1,protein_coding,HCLS1 associated X-1 [Source:MGI Symbol;Acc:MGI:1346319],ENSMUST00000079724,3,89995446,89995624,-,179,1
ENSMUSG00000042520,Ubap2l,protein_coding,ubiquitin-associated protein 2-like [Source:MGI Symbol;Acc:MGI:1921633],ENSMUST00000197177,3,90006219,90008229,-,2011,11
ENSMUSG00000027942,4933434E20Rik,protein_coding,RIKEN cDNA 4933434E20 gene [Source:MGI Symbol;Acc:MGI:1914027],ENSMUST00000029551,3,90065612,90068347,+,2736,7
ENSMUSG00000027940,Tpm3,protein_coding,"tropomyosin 3, gamma [Source:MGI Symbol;Acc:MGI:1890149]",ENSMUST00000118566,3,90099532,90100896,+,1365,4
ENSMUSG00000027939,Nup210l,protein_coding,nucleoporin 210-like [Source:MGI Symbol;Acc:MGI:1924845],ENSMUST00000200410,3,90212018,90212048,+,31,0
ENSMUSG00000090733,Rps27,protein_coding,ribosomal protein S27 [Source:MGI Symbol;Acc:MGI:1888676],ENSMUST00000196205,3,90212522,90212724,-,203,1
ENSMUSG00000027935,Rab13,protein_coding,"RAB13, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1927232]",ENSMUST00000107373,3,90225584,90226385,+,802,0
ENSMUSG00000027937,Jtb,protein_coding,jumping translocation breakpoint [Source:MGI Symbol;Acc:MGI:1346082],ENSMUST00000029546,3,90235540,90235838,+,299,0
ENSMUSG00000027938,Creb3l4,protein_coding,cAMP responsive element binding protein 3-like 4 [Source:MGI Symbol;Acc:MGI:1916603],ENSMUST00000029547,3,90237500,90237730,-,231,0
ENSMUSG00000052310,Slc39a1,protein_coding,"solute carrier family 39 (zinc transporter), member 1 [Source:MGI Symbol;Acc:MGI:1353474]",ENSMUST00000015467,3,90252343,90253612,+,1270,3
ENSMUSG00000027936,Crtc2,protein_coding,CREB regulated transcription coactivator 2 [Source:MGI Symbol;Acc:MGI:1921593],ENSMUST00000029545,3,90263701,90264125,+,425,0
ENSMUSG00000042404,Dennd4b,protein_coding,DENN/MADD domain containing 4B [Source:MGI Symbol;Acc:MGI:2446201],ENSMUST00000129564,3,90279923,90280669,+,747,2
ENSMUSG00000042390,Gatad2b,protein_coding,GATA zinc finger domain containing 2B [Source:MGI Symbol;Acc:MGI:2443225],ENSMUST00000199754,3,90358003,90363407,+,5405,8
ENSMUSG00000027932,Slc27a3,protein_coding,"solute carrier family 27 (fatty acid transporter), member 3 [Source:MGI Symbol;Acc:MGI:1347358]",ENSMUST00000029541,3,90385239,90385356,-,118,0
ENSMUSG00000027933,Ints3,protein_coding,integrator complex subunit 3 [Source:MGI Symbol;Acc:MGI:2140050],ENSMUST00000029542,3,90391396,90392027,-,632,0
ENSMUSG00000027931,Npr1,protein_coding,natriuretic peptide receptor 1 [Source:MGI Symbol;Acc:MGI:97371],ENSMUST00000029540,3,90450591,90451119,-,529,0
ENSMUSG00000001016,Ilf2,protein_coding,interleukin enhancer binding factor 2 [Source:MGI Symbol;Acc:MGI:1915031],ENSMUST00000001042,3,90487620,90488379,+,760,1
ENSMUSG00000001018,Snapin,protein_coding,SNAP-associated protein [Source:MGI Symbol;Acc:MGI:1333745],ENSMUST00000149884,3,90488034,90489491,-,1458,10
ENSMUSG00000001017,Chtop,protein_coding,chromatin target of PRMT1 [Source:MGI Symbol;Acc:MGI:1913761],ENSMUST00000107343,3,90498956,90499901,-,946,5
ENSMUSG00000044080,S100a1,protein_coding,S100 calcium binding protein A1 [Source:MGI Symbol;Acc:MGI:1338917],ENSMUST00000107340,3,90511037,90511330,-,294,0
ENSMUSG00000042312,S100a13,protein_coding,S100 calcium binding protein A13 [Source:MGI Symbol;Acc:MGI:109581],ENSMUST00000048138,3,90524497,90524581,+,85,0
ENSMUSG00000042306,S100a14,protein_coding,S100 calcium binding protein A14 [Source:MGI Symbol;Acc:MGI:1913416],ENSMUST00000164481,3,90528216,90528837,+,622,2
ENSMUSG00000074457,S100a16,protein_coding,S100 calcium binding protein A16 [Source:MGI Symbol;Acc:MGI:1915110],ENSMUST00000098910,3,90542587,90543151,+,565,0
ENSMUSG00000001021,S100a3,protein_coding,S100 calcium binding protein A3 [Source:MGI Symbol;Acc:MGI:1338849],ENSMUST00000001047,3,90602356,90602702,+,347,0
ENSMUSG00000001020,S100a4,protein_coding,S100 calcium binding protein A4 [Source:MGI Symbol;Acc:MGI:1330282],ENSMUST00000001046,3,90605905,90606045,+,141,0
ENSMUSG00000001023,S100a5,protein_coding,S100 calcium binding protein A5 [Source:MGI Symbol;Acc:MGI:1338915],ENSMUST00000107329,3,90611655,90611780,+,126,0
